종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"214450","파마리서치","2612","22033","19421","1335388000","11221926000","9886538000"
"012450","한화에어로스페이스","907","8070","7163","1160869000","10359241500","9198372500"
"006400","삼성SDI","10049","32740","22691","3961389500","12977159500","9015770000"
"047810","한국항공우주","21295","74512","53217","3489111350","12346037900","8856926550"
"108490","로보티즈","7366","35868","28502","2222032750","10870061000","8648028250"
"005935","삼성전자우","52417","124042","71625","6145840150","14508272650","8362432500"
"388210","씨엠티엑스","3414","59372","55958","450928100","7870734950","7419806850"
"064350","현대로템","18200","51154","32954","3923876250","11312073250","7388197000"
"222800","심텍","11087","129540","118453","630704500","7482056850","6851352350"
"373220","LG에너지솔루션","22315","35544","13229","9563616000","15628381750","6064765750"
"068270","셀트리온","3072","30064","26992","668323500","6563874500","5895551000"
"005385","현대차우","5297","23804","18507","1423921750","6444847000","5020925250"
"005490","POSCO홀딩스","4019","16251","12232","1498071000","6100113750","4602042750"
"058470","리노공업","5965","56593","50628","500920150","4787786850","4286866700"
"011170","롯데케미칼","2322","51569","49247","200962000","4451208400","4250246400"
"277810","레인보우로보틱스","12579","18152","5573","8684113000","12636539500","3952426500"
"071050","한국금융지주","4122","23019","18897","837432500","4692947250","3855514750"
"103590","일진전기","645","59474","58829","42040650","3871937300","3829896650"
"028050","삼성E&A","13800","130416","116616","440279550","4159405125","3719125575"
"247540","에코프로비엠","4176","19971","15795","939593250","4492043000","3552449750"
"021240","코웨이","3910","41611","37701","306642650","3279745700","2973103050"
"058610","에스피지","11982","29417","17435","1785076500","4441942800","2656866300"
"052400","코나아이","3450","44361","40911","205455500","2664574950","2459119450"
"082740","한화엔진","3104","41695","38591","177347500","2369544950","2192197450"
"047040","대우건설","15980","395172","379192","82556565","2049450745","1966894180"
"252990","샘씨엔에스","52","210037","209985","468600","1950594685","1950126085"
"115180","큐리언트","2900","59583","56683","99095000","2026053000","1926958000"
"357780","솔브레인","571","5526","4955","232023000","2154721500","1922698500"
"131970","두산테스나","2038","31452","29414","133754050","2044967850","1911213800"
"240810","원익IPS","15893","34093","18200","1574003400","3364559000","1790555600"
"078160","메디포스트","3636","78232","74596","86590000","1848290175","1761700175"
"126340","비나텍","3638","20849","17211","356899900","2054776100","1697876200"
"080220","제주반도체","6628","53344","46716","232736550","1891846775","1659110225"
"031980","피에스케이홀딩스","11113","33908","22795","790551950","2419484550","1628932600"
"122870","와이지엔터테인먼트","4293","25998","21705","317907700","1927518200","1609610500"
"034020","두산에너빌리티","51662","69113","17451","4754595750","6351913850","1597318100"
"000155","두산우","0","3092","3092","0","1537921500","1537921500"
"005830","DB손해보험","885","11509","10624","120655300","1570992100","1450336800"
"490470","세미파이브","12074","58595","46521","341447950","1682865150","1341417200"
"028670","팬오션","13861","296183","282322","63579375","1394332620","1330753245"
"476830","알지노믹스","5392","13570","8178","852082150","2169616850","1317534700"
"006800","미래에셋증권","14291","50306","36015","495216675","1741227525","1246010850"
"022100","포스코DX","1055","30997","29942","43241700","1281914050","1238672350"
"034730","SK","3344","7346","4002","1005671500","2232374000","1226702500"
"298020","효성티앤씨","3782","6804","3022","1469073750","2659072500","1189998750"
"003690","코리안리","13253","117360","104107","149900610","1320523420","1170622810"
"420770","기가비스","7","21442","21435","374000","1167264700","1166890700"
"079550","LIG넥스원","484","2688","2204","252931500","1414407500","1161476000"
"196170","알테오젠","6603","9370","2767","2850942750","3998499000","1147556250"
"019210","와이지-원","14756","164113","149357","113281165","1253513430","1140232265"
"494120","큐리오시스","544","18319","17775","33222700","1142864900","1109642200"
"456160","지투지바이오","5181","17954","12773","428783600","1533643250","1104859650"
"267250","HD현대","1606","6064","4458","381492000","1441246500","1059754500"
"139130","iM금융지주","1300","69635","68335","19403620","1044158130","1024754510"
"236200","슈프리마","2523","24205","21682","115598325","1109091525","993493200"
"020150","롯데에너지머티리얼즈","940","23750","22810","39939975","1002523875","962583900"
"087010","펩트론","5421","8029","2608","1669295250","2511801250","842506000"
"001040","CJ","4275","8396","4121","841210200","1655562500","814352300"
"006730","서부T&D","45166","98308","53142","676154795","1476077670","799922875"
"032820","우리기술","0","90124","90124","0","780100920","780100920"
"005850","에스엘","3776","17122","13346","217326050","990292550","772966500"
"036810","에프에스티","956","17127","16171","43120850","771530600","728409750"
"00680K","미래에셋증권2우B","1386","54179","52793","19146480","746917785","727771305"
"000100","유한양행","8322","14730","6408","912635800","1621617800","708982000"
"020000","한섬","5764","47645","41881","96817155","800779930","703962775"
"192820","코스맥스","680","4280","3600","131665550","830078750","698413200"
"009420","한올바이오파마","14277","27006","12729","762393500","1449245000","686851500"
"145020","휴젤","289","2527","2238","83859000","741376250","657517250"
"035900","JYP Ent.","634","9624","8990","45767300","700986700","655219400"
"347850","디앤디파마텍","9591","16081","6490","943660100","1584756900","641096800"
"458870","씨어스테크놀로지","3816","7798","3982","596065550","1231054300","634988750"
"267260","HD현대일렉트릭","1332","2009","677","1204235500","1816534500","612299000"
"454910","두산로보틱스","4115","8861","4746","492693950","1068483550","575789600"
"006650","대한유화","980","4442","3462","160176900","735672900","575496000"
"101490","에스앤에스텍","7553","14571","7018","634515950","1195247200","560731250"
"125490","한라캐스트","203","29358","29155","3824800","552147765","548322965"
"000210","DL","139","13375","13236","5725400","552035350","546309950"
"290740","액트로","0","24689","24689","0","546288825","546288825"
"214150","클래시스","740","8665","7925","49551600","583706200","534154600"
"042000","카페24","1","13565","13564","37850","530323600","530285750"
"064290","인텍플러스","3774","34048","30274","66228900","595777180","529548280"
"175330","JB금융지주","2646","24214","21568","63467250","592668900","529201650"
"319660","피에스케이","1997","11849","9852","102758750","610512850","507754100"
"028300","HLB","9961","17176","7215","660248800","1151174750","490925950"
"036830","솔브레인홀딩스","0","9661","9661","0","483797300","483797300"
"365550","ESR켄달스퀘어리츠","899","108683","107784","3947840","482423061","478475221"
"356860","티엘비","19","7817","7798","1163100","478426150","477263050"
"330590","롯데리츠","1018","109159","108141","4454135","479341470","474887335"
"489790","한화비전","508","9104","8596","28128000","502472550","474344550"
"448730","삼성FN리츠","670","95860","95190","3327990","475906444","472578454"
"036570","엔씨소프트","398","2417","2019","92244000","559665500","467421500"
"214370","케어젠","3627","7951","4324","391133350","854839450","463706100"
"451760","컨텍","14257","35252","20995","292070920","726309965","434239045"
"160980","싸이맥스","1948","26204","24256","33911600","458388475","424476875"
"294870","HDC현대산업개발","6850","26079","19229","146594300","562397350","415803050"
"194480","데브시스터즈","1229","11315","10086","50954125","460533900","409579775"
"451800","한화리츠","878","91170","90292","3968935","412969637","409000702"
"077360","덕산하이메탈","0","50266","50266","0","397863910","397863910"
"067310","하나마이크론","2763","14393","11630","94509175","490353400","395844225"
"089860","롯데렌탈","4062","17120","13058","120362750","510101825","389739075"
"005290","동진쎄미켐","6","8382","8376","274050","387278575","387004525"
"001060","JW중외제약","2166","14706","12540","65833500","448680600","382847100"
"160190","하이젠알앤엠","355","4617","4262","30287300","406598750","376311450"
"298050","HS효성첨단소재","26","1425","1399","6930500","380442250","373511750"
"007340","DN오토모티브","13871","27828","13957","351952200","709482350","357530150"
"192400","쿠쿠홀딩스","300","13604","13304","8021350","362171150","354149800"
"016880","웅진","0","142518","142518","0","345749630","345749630"
"348340","뉴로메카","734","4147","3413","68654200","411913950","343259750"
"078350","한양디지텍","5617","17909","12292","150204350","492562650","342358300"
"128940","한미약품","1130","1731","601","591657250","924906000","333248750"
"0120G0","삼양바이오팜","638","3693","3055","67540500","395912350","328371850"
"000120","CJ대한통운","252","3385","3133","25019500","337811900","312792400"
"448900","한국피아이엠","197","4158","3961","14033100","311239800","297206700"
"102710","이엔에프테크놀로지","7026","12032","5006","370066000","651647900","281581900"
"062040","산일전기","594","2497","1903","87844600","366756450","278911850"
"417310","코람코더원리츠","43","31233","31190","381570","276244045","275862475"
"036540","SFA반도체","6","43875","43869","35820","269877000","269841180"
"078600","대주전자재료","961","4371","3410","74326550","341187050","266860500"
"010120","LS ELECTRIC","6687","7122","435","3729844000","3991795500","261951500"
"085910","네오티스","79","21679","21600","955730","262331020","261375290"
"086900","메디톡스","1531","3369","1838","204132350","456717850","252585500"
"090435","아모레퍼시픽우","0","5025","5025","0","252426000","252426000"
"012510","더존비즈온","1050","3750","2700","94278200","337499800","243221600"
"007820","에스엠코어","0","37400","37400","0","239585650","239585650"
"417200","LS머트리얼즈","2285","18068","15783","33615890","267349480","233733590"
"058430","포스코스틸리온","65","5520","5455","2770500","235284850","232514350"
"010170","대한광통신","120358","186232","65874","418877330","647271081","228393751"
"101670","하이드로리튬","0","77397","77397","0","224613433","224613433"
"376300","디어유","7","5737","5730","267850","219939675","219671825"
"014680","한솔케미칼","744","1562","818","199106750","413847500","214740750"
"009470","삼화전기","0","4811","4811","0","213301750","213301750"
"161580","필옵틱스","1660","5732","4072","86080000","298987450","212907450"
"216050","인크로스","0","30327","30327","0","210496100","210496100"
"404990","신한서부티엔디리츠","59","52300","52241","228300","202899461","202671161"
"078340","컴투스","612","5975","5363","22847450","223637850","200790400"
"308430","셀비온","0","7796","7796","0","191110400","191110400"
"137400","피엔티","17","3793","3776","837950","190570350","189732400"
"323280","태성","218","2901","2683","14330800","193810900","179480100"
"354320","알멕","0","3155","3155","0","178909900","178909900"
"033100","제룡전기","300","4360","4060","12992750","188467850","175475100"
"053030","바이넥스","1071","11898","10827","17176410","190251630","173075220"
"499790","GS피앤엘","7651","11552","3901","336222800","508634000","172411200"
"179900","유티아이","1","6940","6939","24450","171208300","171183850"
"357580","아모센스","487","13335","12848","6462710","174207885","167745175"
"350520","이지스레지던스리츠","0","43541","43541","0","166685815","166685815"
"400760","NH올원리츠","0","49593","49593","0","165670745","165670745"
"334890","이지스밸류플러스리츠","72","38958","38886","302586","164289603","163987017"
"010690","화신","338","17895","17557","3145590","165618150","162472560"
"357120","코람코라이프인프라리츠","744","35469","34725","3363760","159897952","156534192"
"195940","HK이노엔","5881","8754","2873","317516500","472754500","155238000"
"378340","필에너지","0","8587","8587","0","147786950","147786950"
"0007C0","아크릴","19702","21399","1697","741833475","886903400","145069925"
"004360","세방","154","10000","9846","2208090","143129295","140921205"
"348210","넥스틴","404","1947","1543","36127100","176037900","139910800"
"005070","코스모신소재","2560","5280","2720","137421600","277108100","139686500"
"039030","이오테크닉스","2284","2664","380","778696750","917972250","139275500"
"095610","테스","2381","4647","2266","155524650","293640600","138115950"
"377190","디앤디플랫폼리츠","0","39838","39838","0","136598404","136598404"
"00088K","한화3우B","0","2790","2790","0","132930925","132930925"
"432320","KB스타리츠","350","37135","36785","1248590","133184375","131935785"
"127120","제이에스링크","68","5586","5518","1612500","132947125","131334625"
"441270","파인엠텍","17336","30922","13586","161908740","291782210","129873470"
"007660","이수페타시스","36302","37188","886","4527457400","4657239300","129781900"
"0099W0","미래에셋비전스팩11호","0","64534","64534","0","128493622","128493622"
"049430","코메론","0","8697","8697","0","126961520","126961520"
"0097F0","미래에셋비전스팩10호","0","61500","61500","0","122257721","122257721"
"084010","대한제강","235","11768","11533","2474300","123818250","121343950"
"006360","GS건설","554","6820","6266","10505620","129489180","118983560"
"178320","서진시스템","6969","10143","3174","238112275","355303550","117191275"
"002380","KCC","1848","2085","237","856476750","972860750","116384000"
"004800","효성","126","876","750","19107700","132895500","113787800"
"450080","에코프로머티","5919","7416","1497","426763500","540359750","113596250"
"0096D0","미래에셋비전스팩9호","0","56550","56550","0","112696451","112696451"
"004990","롯데지주","1172","4743","3571","35611250","145231050","109619800"
"023910","대한약품","0","3600","3600","0","103775500","103775500"
"336260","두산퓨얼셀","1088","3773","2685","38044600","141804250","103759650"
"260970","에스앤디","1410","2809","1399","103438700","206717200","103278500"
"036930","주성엔지니어링","2247","4824","2577","83590050","180649725","97059675"
"446840","지슨","0","57459","57459","0","96522925","96522925"
"372320","큐로셀","1161","3000","1839","60011000","153866500","93855500"
