종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"000660","SK하이닉스","15237","81074","65837","8567870500","45788277000","37220406500"
"196170","알테오젠","3024","47641","44617","1362822750","21386589500","20023766750"
"352820","하이브","8855","39311","30456","2809950000","12472214250","9662264250"
"079550","LIG넥스원","930","18488","17558","382643000","7654352500","7271709500"
"475830","오름테라퓨틱","11014","81028","70014","1169194600","8173135650","7003941050"
"042660","한화오션","2931","56708","53777","309260150","6158598950","5849338800"
"108490","로보티즈","1884","22011","20127","517971500","6147575000","5629603500"
"298380","에이비엘바이오","18100","42220","24120","3480597850","8216238100","4735640250"
"012450","한화에어로스페이스","1122","6284","5162","994464000","5646961500","4652497500"
"298040","효성중공업","540","2873","2333","989619500","5274067500","4284448000"
"389470","인벤티지랩","0","47221","47221","0","4152770650","4152770650"
"010140","삼성중공업","32116","193262","161146","790998100","4832546300","4041548200"
"310210","보로노이","2116","18596","16480","454066500","4083980750","3629914250"
"307950","현대오토에버","4455","17003","12548","1303853500","4784958750","3481105250"
"064350","현대로템","3283","20034","16751","591245650","3654020150","3062774500"
"247540","에코프로비엠","5415","23225","17810","830815700","3607497450","2776681750"
"005387","현대차2우B","0","11902","11902","0","2442072500","2442072500"
"005385","현대차우","0","11850","11850","0","2391221250","2391221250"
"041510","에스엠","6170","25479","19309","734066400","3045627350","2311560950"
"017960","한국카본","807","68413","67606","27515250","2328083525","2300568275"
"051910","LG화학","1529","8155","6626","510327250","2740661250","2230334000"
"011780","금호석유화학","839","16729","15890","105454300","2100597800","1995143500"
"272210","한화시스템","22520","58601","36081","1170909375","3092512600","1921603225"
"005380","현대차","7209","13668","6459","2027197000","3904139250","1876942250"
"329180","HD현대중공업","526","3356","2830","269177000","1733404500","1464227500"
"006800","미래에셋증권","17719","78628","60909","405637825","1829509525","1423871700"
"457190","이수스페셜티케미컬","6798","31476","24678","375181800","1737159550","1361977750"
"180640","한진칼","3","11152","11149","338200","1263542700","1263204500"
"032350","롯데관광개발","8323","62802","54479","190785700","1441070650","1250284950"
"249420","일동제약","1968","32948","30980","74144400","1211976650","1137832250"
"402340","SK스퀘어","256","3926","3670","75612500","1159675500","1084063000"
"488280","에스투더블유","54640","82475","27835","1671682175","2739801425","1068119250"
"260970","에스앤디","242","13336","13094","18103500","1017932050","999828550"
"100790","미래에셋벤처투자","6192","60527","54335","105431670","1073903235","968471565"
"089890","코세스","8000","49943","41943","173691050","1058308010","884616960"
"443060","HD현대마린솔루션","257","4821","4564","48979900","919539500","870559600"
"095340","ISC","1248","9786","8538","126274100","996699600","870425500"
"035900","JYP Ent.","403","12372","11969","28493100","875868700","847375600"
"083650","비에이치아이","6174","20812","14638","337002700","1142329650","805326950"
"376300","디어유","213","21600","21387","7862000","805271000","797409000"
"011170","롯데케미칼","0","11079","11079","0","792263650","792263650"
"005290","동진쎄미켐","94","20577","20483","3475800","762722650","759246850"
"316140","우리금융지주","8517","35347","26830","236073050","979203200","743130150"
"027360","아주IB투자","9698","191739","182041","39009900","768929700","729919800"
"107640","한중엔시에스","880","14953","14073","43978375","749166800","705188425"
"141080","리가켐바이오","10475","14455","3980","1832938650","2534647650","701709000"
"322000","HD현대에너지솔루션","1360","11692","10332","84214800","733644850","649430050"
"220100","퓨쳐켐","0","20311","20311","0","636006650","636006650"
"125490","한라캐스트","1876","39025","37149","31868840","666152520","634283680"
"047810","한국항공우주","4768","10453","5685","516522550","1142119050","625596500"
"016360","삼성증권","2502","10309","7807","196651500","808625200","611973700"
"475150","SK이터닉스","0","26587","26587","0","583570800","583570800"
"473980","노머스","0","24126","24126","0","576092800","576092800"
"478340","나라스페이스테크놀로지","225","15421","15196","7667450","568218725","560551275"
"034020","두산에너빌리티","8251","15348","7097","627622700","1172912600","545289900"
"071970","HD현대마린엔진","5788","12065","6277","486510900","1015533750","529022850"
"388210","씨엠티엑스","413","5780","5367","39626700","559048100","519421400"
"103140","풍산","440","5386","4946","44594850","548936700","504341850"
"128940","한미약품","409","1495","1086","182102000","667259500","485157500"
"222800","심텍","2474","11578","9104","129270350","607362450","478092100"
"389650","넥스트바이오메디컬","1063","6584","5521","90626900","566047100","475420200"
"160190","하이젠알앤엠","223","8398","8175","12309600","479574750","467265150"
"039030","이오테크닉스","855","2617","1762","214389250","658739250","444350000"
"347850","디앤디파마텍","22487","26711","4224","2087820300","2529676550","441856250"
"475960","토모큐브","612","9076","8464","30563500","459693400","429129900"
"006360","GS건설","6452","27478","21026","129185290","551206695","422021405"
"089970","브이엠","3219","16898","13679","95927500","498909275","402981775"
"000990","DB하이텍","0","5959","5959","0","391162100","391162100"
"007340","DN오토모티브","6739","21496","14757","176492700","563987000","387494300"
"122870","와이지엔터테인먼트","487","6134","5647","30800600","395724200","364923600"
"161390","한국타이어앤테크놀로지","2065","8001","5936","124148800","486723000","362574200"
"036570","엔씨소프트","655","2408","1753","127656000","469538300","341882300"
"000720","현대건설","11228","16089","4861","780239600","1120294550","340054950"
"489790","한화비전","1511","10516","9005","54393600","388502050","334108450"
"100090","SK오션플랜트","122","16012","15890","2455615","326325225","323869610"
"016880","웅진","0","138851","138851","0","323318992","323318992"
"139130","iM금융지주","48","21965","21917","707040","323827285","323120245"
"138040","메리츠금융지주","2016","4944","2928","219852500","538628300","318775800"
"126340","비나텍","462","4708","4246","34108100","351664600","317556500"
"004960","한신공영","0","27987","27987","0","314437420","314437420"
"067830","세이브존I&C","0","85583","85583","0","313245555","313245555"
"214450","파마리서치","1480","2255","775","562963750","870389500","307425750"
"251270","넷마블","5","6236","6231","245950","306666850","306420900"
"035250","강원랜드","1753","17634","15881","32482570","326639665","294157095"
"011790","SKC","311","2881","2570","32356600","299700900","267344300"
"001430","세아베스틸지주","4635","10384","5749","204661550","468241600","263580050"
"081660","미스토홀딩스","436","5974","5538","19399550","265650950","246251400"
"061090","세나테크놀로지","342","5205","4863","17143950","261629500","244485550"
"087010","펩트론","2225","3130","905","533069000","770795750","237726750"
"005090","SGC에너지","0","9409","9409","0","225028300","225028300"
"034230","파라다이스","1516","14862","13346","25294320","249294715","224000395"
"253450","스튜디오드래곤","542","5831","5289","22887200","245592600","222705400"
"226950","올릭스","3037","4645","1608","411776800","633572350","221795550"
"090430","아모레퍼시픽","399","2220","1821","48132150","268230700","220098550"
"002030","아세아","4","678","674","1357000","217579000","216222000"
"034220","LG디스플레이","1041","19215","18174","12349390","227832755","215483365"
"098070","한텍","2061","8001","5940","68191500","267348650","199157150"
"458870","씨어스테크놀로지","390","2074","1684","46016900","243989000","197972100"
"347700","스피어","2290","17115","14825","29604930","224367730","194762800"
"950160","코오롱티슈진","1448","4030","2582","109352850","304085100","194732250"
"394800","쓰리빌리언","10368","20661","10293","188748395","378545775","189797380"
"003570","SNT다이내믹스","165","3968","3803","7895800","193184550","185288750"
"082920","비츠로셀","0","9023","9023","0","181007620","181007620"
"481070","에이유브랜즈","670","9008","8338","14535150","194858900","180323750"
"062040","산일전기","658","1991","1333","88057100","268007800","179950700"
"327260","RF머트리얼즈","1901","10158","8257","40376770","218594350","178217580"
"348210","넥스틴","290","2959","2669","19083000","195937200","176854200"
"200470","에이팩트","9727","38039","28312","54957550","229907710","174950160"
"035760","CJ ENM","0","2722","2722","0","173280200","173280200"
"015760","한국전력","6766","10266","3500","331041375","502509475","171468100"
"033100","제룡전기","0","4550","4550","0","165738725","165738725"
"017800","현대엘리베이터","10352","12130","1778","917328700","1075834650","158505950"
"060250","NHN KCP","0","9792","9792","0","147283180","147283180"
"241710","코스메카코리아","0","2041","2041","0","145534500","145534500"
"007810","코리아써키트","305","4384","4079","10768100","155505550","144737450"
"298020","효성티앤씨","637","1238","601","149113000","291799500","142686500"
"033500","동성화인텍","111","4884","4773","3065900","136506000","133440100"
"002790","아모레퍼시픽홀딩스","426","5157","4731","11781750","142964500","131182750"
"105840","우진","984","7871","6887","18458580","148459695","130001115"
"010950","S-Oil","1229","2783","1554","99428750","226318100","126889350"
"267270","HD현대건설기계","1211","2454","1243","118922450","241941700","123019250"
"348340","뉴로메카","0","3796","3796","0","121204850","121204850"
"020000","한섬","0","7034","7034","0","114799560","114799560"
"036810","에프에스티","423","4157","3734","12826100","126102300","113276200"
"005440","현대지에프홀딩스","0","12848","12848","0","109548785","109548785"
"361390","제노코","0","6462","6462","0","108945745","108945745"
"090460","비에이치","0","6147","6147","0","107848260","107848260"
"096530","씨젠","0","4056","4056","0","100287200","100287200"
"214430","아이쓰리시스템","0","1399","1399","0","99950900","99950900"
"241560","두산밥캣","1764","3424","1660","104572600","203555950","98983350"
"464080","에스오에스랩","0","8725","8725","0","98758990","98758990"
"466100","클로봇","1929","3387","1458","123956400","222465900","98509500"
"214370","케어젠","1841","3329","1488","124200900","221467200","97266300"
"029530","신도리코","344","2248","1904","17502900","114435600","96932700"
"441270","파인엠텍","0","9635","9635","0","95753820","95753820"
"474650","링크솔루션","133","1700","1567","7689500","102579100","94889600"
"112040","위메이드","0","3510","3510","0","92361450","92361450"
"213420","덕산네오룩스","0","2334","2334","0","88754500","88754500"
"035510","신세계 I&C","2347","7204","4857","41283880","128132950","86849070"
"031430","신세계인터내셔날","0","7517","7517","0","86361255","86361255"
"002990","금호건설","0","19000","19000","0","84284889","84284889"
"003720","삼영","0","13069","13069","0","81911455","81911455"
"000500","가온전선","115","1084","969","9601800","91259700","81657900"
"028260","삼성물산","694","1019","325","168839500","249945000","81105500"
"161890","한국콜마","716","2005","1289","44754400","125702650","80948250"
"200880","서연이화","0","6119","6119","0","79770720","79770720"
"105630","한세실업","634","5901","5267","9404120","87586700","78182580"
"035150","백산","0","5909","5909","0","77842290","77842290"
"464490","쿼드메디슨","115","3900","3785","2355425","79861000","77505575"
"123410","코리아에프티","0","9197","9197","0","77398630","77398630"
"338840","와이바이오로직스","0","3000","3000","0","74931450","74931450"
"323410","카카오뱅크","23","3437","3414","488300","74108450","73620150"
"265740","엔에프씨","0","15964","15964","0","73383850","73383850"
"484870","엠앤씨솔루션","56","582","526","7666400","80437900","72771500"
"114810","한솔아이원스","0","5661","5661","0","68677055","68677055"
"195870","해성디에스","3870","4906","1036","214261000","282347300","68086300"
"228760","지노믹트리","0","2347","2347","0","67614350","67614350"
"437730","삼현","446","1840","1394","21363900","87057300","65693400"
"331740","아우토크립트","324","4142","3818","5584390","71207870","65623480"
"066670","디티씨","0","18677","18677","0","64144205","64144205"
"077970","STX엔진","1746","3431","1685","65295950","127956450","62660500"
"021240","코웨이","220","907","687","19535200","81426100","61890900"
"006650","대한유화","1364","1751","387","197917000","259458500","61541500"
"006730","서부T&D","11132","15719","4587","142767185","203027420","60260235"
"086450","동국제약","10391","13695","3304","186166145","245210780","59044635"
"389020","자람테크놀로지","0","1669","1669","0","59001550","59001550"
"230360","에코마케팅","110","5106","4996","1241190","57727490","56486300"
"207940","삼성바이오로직스","207","239","32","356691500","413165000","56473500"
"028050","삼성E&A","20","2255","2235","498100","56260875","55762775"
"086520","에코프로","5033","5532","499","480503750","535015700","54511950"
"101360","에코앤드림","0","2808","2808","0","52242250","52242250"
"445680","큐리옥스바이오시스템즈","2778","3276","498","289899000","340319000","50420000"
"462350","이노스페이스","29652","33687","4035","389574150","439032770","49458620"
"069260","TKG휴켐스","0","2473","2473","0","48672590","48672590"
"014620","성광벤드","10418","12193","1775","278539650","325547375","47007725"
"103590","일진전기","918","1745","827","49875500","95331150","45455650"
"246710","티앤알바이오팹","0","11292","11292","0","44582765","44582765"
"049430","코메론","0","2975","2975","0","43941540","43941540"
"143540","영우디에스피","0","54451","54451","0","42041371","42041371"
"003920","남양유업","0","819","819","0","41963600","41963600"
"005720","넥센","0","6518","6518","0","40852630","40852630"
"454910","두산로보틱스","676","1188","512","53064400","93865450","40801050"
"478390","KB제29호스팩","509","20000","19491","1053630","41298995","40245365"
"145020","휴젤","84","247","163","19539500","58572500","39033000"
"089860","롯데렌탈","105","1293","1188","3358000","41447350","38089350"
"056080","유진로봇","0","2634","2634","0","36602860","36602860"
"0098T0","교보19호스팩","0","18153","18153","0","36556530","36556530"
"489730","디비금융제13호스팩","0","18039","18039","0","36474310","36474310"
"336260","두산퓨얼셀","2188","3350","1162","65354300","101186850","35832550"
"000810","삼성화재","77","150","73","37544750","73282000","35737250"
"445180","퓨릿","0","4114","4114","0","35430340","35430340"
"125020","티씨머티리얼즈","0","9311","9311","0","35377920","35377920"
"009770","삼정펄프","0","1103","1103","0","35251500","35251500"
"326030","SK바이오팜","5","277","272","648400","35743250","35094850"
"042000","카페24","0","1134","1134","0","35051000","35051000"
"060980","HL홀딩스","204","949","745","9333000","44080275","34747275"
"066620","국보디자인","0","1500","1500","0","34089300","34089300"
"011370","서한","0","35538","35538","0","33251419","33251419"
"005830","DB손해보험","0","264","264","0","32616850","32616850"
"032500","케이엠더블유","0","2036","2036","0","31965630","31965630"
"101240","씨큐브","0","6931","6931","0","30030870","30030870"
"248070","솔루엠","0","1783","1783","0","29803320","29803320"
"00088K","한화3우B","5000","5768","768","179073500","208773575","29700075"
"001450","현대해상","2352","3329","977","71695250","100790125","29094875"
"023160","태광","8198","9372","1174","196880125","224261650","27381525"
"003550","LG","1665","1955","290","134997800","159640000","24642200"
"192820","코스맥스","0","141","141","0","23878800","23878800"
"033640","네패스","0","1471","1471","0","23766180","23766180"
"101490","에스앤에스텍","0","495","495","0","22905125","22905125"
"282720","금양그린파워","0","1890","1890","0","22737120","22737120"
"069140","누리플랜","0","7943","7943","0","22730922","22730922"
"204620","글로벌텍스프리","26206","30786","4580","133163210","155438767","22275557"
"218410","RFHIC","369","1042","673","11647325","33297650","21650325"
"096350","대창솔루션","0","9600","9600","0","21631975","21631975"
"050890","쏠리드","0","2729","2729","0","21239900","21239900"
"357780","솔브레인","132","207","75","33684000","53618000","19934000"
"0088D0","메리츠제1호스팩","0","10000","10000","0","19820000","19820000"
"178320","서진시스템","3000","3812","812","78150000","97560600","19410600"
"032960","동일기연","0","1133","1133","0","19210560","19210560"
"078160","메디포스트","2073","2746","673","38157590","56949800","18792210"
"478440","미래에셋비전스팩6호","0","9053","9053","0","18367365","18367365"
"075580","세진중공업","0","1027","1027","0","18052150","18052150"
"010060","OCI홀딩스","837","992","155","95773600","113663400","17889800"
"361610","SK아이이테크놀로지","6","605","599","162600","16474350","16311750"
"175330","JB금융지주","42","699","657","1040500","17346775","16306275"
"281740","레이크머티리얼즈","0","1140","1140","0","15967140","15967140"
"014680","한솔케미칼","191","260","69","41937250","57507000","15569750"
"039440","에스티아이","93","597","504","2780700","18200125","15419425"
"092460","한라IMS","0","800","800","0","14954140","14954140"
"293490","카카오게임즈","0","941","941","0","14590450","14590450"
"058430","포스코스틸리온","0","364","364","0","14529800","14529800"
"060370","LS마린솔루션","0","450","450","0","14299800","14299800"
"001460","BYC","0","317","317","0","13816500","13816500"
"019440","세아특수강","0","864","864","0","13801420","13801420"
"018880","한온시스템","0","4435","4435","0","13642430","13642430"
"264450","유비쿼스","0","1325","1325","0","13117480","13117480"
"477470","미래에셋비전스팩5호","3895","10000","6105","8179500","21200000","13020500"
"192410","오늘이엔엠","0","17472","17472","0","12629343","12629343"
"143160","아이디스","0","653","653","0","11515460","11515460"
"014830","유니드","0","165","165","0","11469100","11469100"
"088980","맥쿼리인프라","22","983","961","255900","11432290","11176390"
"268280","미원에스씨","0","76","76","0","11022000","11022000"
"136410","아셈스","0","1061","1061","0","10960690","10960690"
"443250","레뷰코퍼레이션","0","932","932","0","10629300","10629300"
"302440","SK바이오사이언스","0","208","208","0","10623600","10623600"
"474610","RF시스템즈","0","2000","2000","0","10028950","10028950"
"036460","한국가스공사","0","246","246","0","9991200","9991200"
"443670","에스피소프트","0","1752","1752","0","9958850","9958850"
"357880","SKAI","0","5500","5500","0","9857000","9857000"
"024950","삼천리자전거","0","2292","2292","0","9763400","9763400"
"215600","신라젠","0","2730","2730","0","9600455","9600455"
"230240","에치에프알","0","796","796","0","9466740","9466740"
"012750","에스원","0","122","122","0","9365100","9365100"
"053800","안랩","0","137","137","0","8585000","8585000"
"307870","비투엔","0","7668","7668","0","7811720","7811720"
"377300","카카오페이","30","197","167","1337650","9004800","7667150"
"026960","동서","0","261","261","0","7565600","7565600"
"088350","한화생명","0","2358","2358","0","7564718","7564718"
"004890","동일산업","0","195","195","0","7534000","7534000"
"002700","신일전자","0","5614","5614","0","7471373","7471373"
"104480","티케이케미칼","0","4515","4515","0","7304676","7304676"
"008930","한미사이언스","0","192","192","0","7202425","7202425"
"041830","인바디","310","532","222","9951000","17095000","7144000"
"051600","한전KPS","0","133","133","0","7023250","7023250"
"112610","씨에스윈드","0","144","144","0","6560650","6560650"
"067160","SOOP","0","94","94","0","6525400","6525400"
"054930","유신","0","281","281","0","6446450","6446450"
"123010","아이윈플러스","0","5502","5502","0","6404328","6404328"
"010580","에스엠벡셀","0","3085","3085","0","5924498","5924498"
"073240","금호타이어","0","913","913","0","5705280","5705280"
"068760","셀트리온제약","0","90","90","0","5650200","5650200"
"028670","팬오션","0","1420","1420","0","5563834","5563834"
"038010","제일테크노스","0","907","907","0","5559990","5559990"
"282330","BGF리테일","0","49","49","0","5439900","5439900"
"375500","DL이앤씨","0","127","127","0","5313250","5313250"
"007390","네이처셀","0","233","233","0","5187300","5187300"
"025530","SJM홀딩스","101","1442","1341","390235","5569300","5179065"
"023530","롯데쇼핑","0","69","69","0","5122600","5122600"
"003690","코리안리","0","394","394","0","4574340","4574340"
"462870","시프트업","0","120","120","0","4398000","4398000"
"008770","호텔신라","39","136","97","1744150","6098950","4354800"
"039130","하나투어","0","88","88","0","4280000","4280000"
"477760","DB금융스팩12호","7652","9684","2032","16069200","20336400","4267200"
"215200","메가스터디교육","0","95","95","0","4234850","4234850"
"001720","신영증권","5","34","29","713500","4858600","4145100"
"004800","효성","0","34","34","0","4046000","4046000"
"002840","미원상사","0","26","26","0","4045500","4045500"
"005850","에스엘","35","128","93","1486200","5516250","4030050"
"029460","케이씨","0","158","158","0","3926050","3926050"
"007310","오뚜기","0","10","10","0","3888500","3888500"
"005420","코스모화학","0","246","246","0","3763990","3763990"
"185750","종근당","0","43","43","0","3739000","3739000"
"285130","SK케미칼","0","53","53","0","3688900","3688900"
"003090","대웅","0","150","150","0","3579600","3579600"
"192080","더블유게임즈","0","65","65","0","3526600","3526600"
"001800","오리온홀딩스","0","166","166","0","3522900","3522900"
"085620","미래에셋생명","0","381","381","0","3493770","3493770"
"300720","한일시멘트","0","177","177","0","3437780","3437780"
"002710","TCC스틸","0","225","225","0","3365550","3365550"
"117580","대성에너지","0","412","412","0","3334560","3334560"
"011760","현대코퍼레이션","0","147","147","0","3287800","3287800"
"088130","동아엘텍","0","818","818","0","3241105","3241105"
"397810","애드포러스","0","414","414","0","3169980","3169980"
"182360","큐브엔터","0","228","228","0","3050680","3050680"
"048530","인트론바이오","0","831","831","0","3018595","3018595"
"187790","나노","0","788","788","0","2936505","2936505"
"009240","한샘","0","62","62","0","2888950","2888950"
"042600","새로닉스","0","216","216","0","2683150","2683150"
"014580","태경비케이","0","554","554","0","2674745","2674745"
"032820","우리기술","0","701","701","0","2660915","2660915"
"020560","아시아나항공","0","325","325","0","2648750","2648750"
"417790","트루엔","0","318","318","0","2647920","2647920"
"082640","동양생명","0","386","386","0","2595730","2595730"
"004490","세방전지","0","39","39","0","2595000","2595000"
"232140","와이씨","0","180","180","0","2498030","2498030"
"005250","녹십자홀딩스","0","147","147","0","2488650","2488650"
"298050","HS효성첨단소재","0","13","13","0","2456500","2456500"
"156100","엘앤케이바이오","0","162","162","0","2417490","2417490"
"388720","유일로보틱스","0","27","27","0","2369200","2369200"
"025320","시노펙스","0","349","349","0","2339230","2339230"
"131970","두산테스나","0","54","54","0","2321700","2321700"
"006120","SK디스커버리","0","39","39","0","2320500","2320500"
"192400","쿠쿠홀딩스","0","76","76","0","2302800","2302800"
"013030","하이록코리아","0","70","70","0","2285500","2285500"
"030190","NICE평가정보","0","129","129","0","2269110","2269110"
"001680","대상","0","106","106","0","2262650","2262650"
"001270","부국증권","0","37","37","0","2206200","2206200"
"016800","퍼시스","0","44","44","0","2198600","2198600"
"025980","아난티","0","286","286","0","2158260","2158260"
"048410","현대바이오","0","400","400","0","2112720","2112720"
"053030","바이넥스","0","132","132","0","2112480","2112480"
"036530","SNT홀딩스","0","35","35","0","2103500","2103500"
"001740","SK네트웍스","0","452","452","0","2095020","2095020"
