종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"005930","삼성전자","131448","250402","118954","18594915850","35402576000","16807660150"
"489790","한화비전","12096","167528","155432","642265000","9014983500","8372718500"
"352820","하이브","9293","32139","22846","3152713000","10927317000","7774604000"
"214450","파마리서치","2379","20097","17718","1023886000","8614686750","7590800750"
"353200","대덕전자","31604","180988","149384","1579497900","9022843150","7443345250"
"277810","레인보우로보틱스","5540","19049","13509","2828144000","9621787250","6793643250"
"272210","한화시스템","7860","60723","52863","756569750","5828762800","5072193050"
"222800","심텍","26857","123389","96532","1379656200","6331180600","4951524400"
"010130","고려아연","1315","3781","2466","1824917500","5252993500","3428076000"
"058610","에스피지","2959","36066","33107","273744200","3418021750","3144277550"
"086280","현대글로비스","9939","21537","11598","2602989250","5680481500","3077492250"
"003490","대한항공","40933","173673","132740","933957550","3967982525","3034024975"
"047810","한국항공우주","5904","24521","18617","971920900","3995573350","3023652450"
"000720","현대건설","19738","49163","29425","1924137400","4812955000","2888817600"
"0126Z0","삼성에피스홀딩스","792","4707","3915","539025000","3220796000","2681771000"
"101490","에스앤에스텍","11269","53207","41938","663826200","3137946950","2474120750"
"298020","효성티앤씨","715","9762","9047","185367500","2529101750","2343734250"
"010060","OCI홀딩스","280","19345","19065","32999400","2231392750","2198393350"
"089890","코세스","49","89490","89441","1178300","2187459500","2186281200"
"099320","쎄트렉아이","1409","17883","16474","176452550","2276876000","2100423450"
"017960","한국카본","1770","53370","51600","64209075","1950605750","1886396675"
"097230","HJ중공업","3515","73779","70264","93128850","1968354125","1875225275"
"006730","서부T&D","14737","151821","137084","198947995","2058929145","1859981150"
"207940","삼성바이오로직스","429","1368","939","845657000","2702231500","1856574500"
"004170","신세계","701","7009","6308","196773750","1981181250","1784407500"
"195870","해성디에스","233","30514","30281","12672000","1657497300","1644825300"
"267270","HD현대건설기계","9241","22786","13545","1109726700","2742807650","1633080950"
"034020","두산에너빌리티","17004","35104","18100","1512610700","3122926450","1610315750"
"108490","로보티즈","5215","11328","6113","1394031500","3003263750","1609232250"
"456040","OCI","143","20397","20254","10365400","1506831700","1496466300"
"006260","LS","2578","8813","6235","569152000","1946142000","1376990000"
"230360","에코마케팅","0","84000","84000","0","1337280000","1337280000"
"456160","지투지바이오","1239","18614","17375","94168550","1409945600","1315777050"
"476830","알지노믹스","4644","12706","8062","735878750","2018480550","1282601800"
"052400","코나아이","0","26800","26800","0","1203761675","1203761675"
"064400","LG씨엔에스","7419","25027","17608","487294750","1678930100","1191635350"
"011780","금호석유화학","423","8541","8118","59953450","1209130150","1149176700"
"071050","한국금융지주","5844","11861","6017","1031593350","2131887300","1100293950"
"267250","HD현대","743","5235","4492","177468750","1243794500","1066325750"
"007660","이수페타시스","22275","31146","8871","2696668900","3761784250","1065115350"
"077970","STX엔진","6031","33381","27350","230439950","1284014675","1053574725"
"000250","삼천당제약","1703","5503","3800","441015500","1440138500","999123000"
"088980","맥쿼리인프라","11764","100000","88236","131737275","1119101650","987364375"
"128940","한미약품","1348","3590","2242","581707000","1560526250","978819250"
"402340","SK스퀘어","4458","6690","2232","1886767000","2836239500","949472500"
"0004V0","엔비알모션","26196","69378","43182","521914870","1411622330","889707460"
"064760","티씨케이","917","5973","5056","150374800","996703550","846328750"
"082740","한화엔진","10316","24984","14668","548347900","1330444900","782097000"
