종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"005930","삼성전자","139254","398820","259566","23318342150","66754236600","43435894450"
"047050","포스코인터내셔널","534","136425","135891","36480600","9376172850","9339692250"
"402340","SK스퀘어","7107","21716","14609","3996830000","12333124500","8336294500"
"458870","씨어스테크놀로지","9096","54620","45524","1482588000","9034185900","7551597900"
"000660","SK하이닉스","19769","27575","7806","17633574500","24754194500","7120620000"
"047810","한국항공우주","3994","45410","41416","672859250","7667025050","6994165800"
"015760","한국전력","46762","153571","106809","2944942600","9633271250","6688328650"
"000720","현대건설","6958","56322","49364","781343950","6322688850","5541344900"
"450080","에코프로머티","2030","76785","74755","140388100","5372222600","5231834500"
"017670","SK텔레콤","6084","70424","64340","470326150","5458303400","4987977250"
"010060","OCI홀딩스","1832","36434","34602","265736400","5150974750","4885238350"
"010130","고려아연","94","2658","2564","170968500","4824089500","4653121000"
"272210","한화시스템","10528","46852","36324","1282776800","5714323200","4431546400"
"034730","SK","2181","15408","13227","716535000","5042688250","4326153250"
"323410","카카오뱅크","30491","201534","171043","765934425","5079948575","4314014150"
"034020","두산에너빌리티","6645","49939","43294","636029150","4768295550","4132266400"
"033100","제룡전기","10482","75163","64681","575056875","4403227900","3828171025"
"077360","덕산하이메탈","108970","447717","338747","1273676195","5060140525","3786464330"
"489790","한화비전","4491","63754","59263","284365200","4046604000","3762238800"
"052690","한전기술","7897","32648","24751","1167151150","4837086200","3669935050"
"491000","리브스메드","3938","46653","42715","336979750","3962824350","3625844600"
"010120","LS ELECTRIC","2654","7513","4859","1684360500","4796808000","3112447500"
"064760","티씨케이","2652","16719","14067","555963750","3512531000","2956567250"
"020150","롯데에너지머티리얼즈","16461","78676","62215","757392200","3700596500","2943204300"
"068270","셀트리온","2157","15526","13369","462205500","3347158750","2884953250"
"034230","파라다이스","26966","164989","138023","534522255","3304772135","2770249880"
"042660","한화오션","10485","29607","19122","1500510250","4232398750","2731888500"
"009150","삼성전기","8814","17346","8532","2633924250","5245268250","2611344000"
"006400","삼성SDI","2266","8710","6444","882826750","3403898250","2521071500"
"047040","대우건설","41360","453472","412112","229632390","2518326700","2288694310"
"069960","현대백화점","1502","23774","22272","153062900","2414557150","2261494250"
"00680K","미래에셋증권2우B","12764","139647","126883","223882855","2450580370","2226697515"
"086390","유니테스트","16811","131843","115032","299566520","2397116940","2097550420"
"005385","현대차우","0","7997","7997","0","2072404500","2072404500"
"071050","한국금융지주","2009","11430","9421","428160500","2441451250","2013290750"
"023530","롯데쇼핑","145","21394","21249","13907600","2018921050","2005013450"
"103590","일진전기","566","29510","28944","39737750","1993452200","1953714450"
"016360","삼성증권","707","21671","20964","65312600","2016279500","1950966900"
"128940","한미약품","4925","8471","3546","2688222500","4638591000","1950368500"
"000880","한화","1228","17136","15908","149880050","2073392600","1923512550"
"006260","LS","1696","9369","7673","381913000","2166494500","1784581500"
"032350","롯데관광개발","46130","115798","69668","1158942375","2912791225","1753848850"
"001040","CJ","14539","22830","8291","2999642750","4723113250","1723470500"
"103140","풍산","1962","15392","13430","234423950","1916799450","1682375500"
"017960","한국카본","4773","52314","47541","163552375","1819398000","1655845625"
"329180","HD현대중공업","451","3149","2698","262933500","1846553000","1583619500"
"083650","비에이치아이","1793","21478","19685","139905100","1669048000","1529142900"
"005935","삼성전자우","31739","44098","12359","3756747750","5246484050","1489736300"
"032830","삼성생명","1603","9205","7602","314600050","1783737650","1469137600"
"107640","한중엔시에스","10763","38304","27541","556970750","2012947800","1455977050"
"307950","현대오토에버","139","3334","3195","62057500","1509995500","1447938000"
"001450","현대해상","1226","48665","47439","36946225","1468617225","1431671000"
"499790","GS피앤엘","12169","37816","25647","671703950","2102499700","1430795750"
"003670","포스코퓨처엠","516","6686","6170","119703500","1543379500","1423676000"
"214450","파마리서치","10766","13838","3072","4725876250","6149258750","1423382500"
"122640","예스티","5957","70117","64160","130907000","1541822300","1410915300"
"009830","한화솔루션","331638","364326","32688","11443418825","12823690225","1380271400"
