종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","벤처기업부","1459","-5","-0.34","1464","1483","1446","208427","303994242","77413139360","53059040"
"095570","AJ네트웍스","KOSPI",,"5340","10","0.19","5340","5350","5220","206461","1091507945","241649733060","45252759"
"006840","AK홀딩스","KOSPI",,"8110","200","2.53","7920","8230","7920","45268","368522605","107437719710","13247561"
"054620","APS","KOSDAQ","중견기업부","4620","40","0.87","4580","4650","4470","42941","195142120","84981301020","18394221"
"265520","AP시스템","KOSDAQ","우량기업부","22750","-1800","-7.33","24050","24150","22650","319012","7388922875","342406177750","15050821"
"211270","AP위성","KOSDAQ","우량기업부","19430","-1170","-5.68","20400","20800","19340","644681","12855529940","293049166720","15082304"
"139050","BF랩스","KOSDAQ","관리종목(소속부없음)","2805","0","0.00","0","0","0","0","0","24247965555","8644551"
"027410","BGF","KOSPI",,"4150","40","0.97","4105","4170","4080","172927","715273987","397224682650","95716791"
"282330","BGF리테일","KOSPI",,"126200","2900","2.35","124600","127800","123000","80935","10178185800","2181228937200","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4115","115","2.88","4010","4200","4010","132196","546560031","258285789385","62766899"
"138930","BNK금융지주","KOSPI",,"19700","250","1.29","19720","19920","19360","973305","19153647280","6113442550100","310327033"
"001460","BYC","KOSPI",,"54100","6500","13.66","47750","54100","47300","33582","1682567550","337916715000","6246150"
"001465","BYC우","KOSPI",,"26550","1700","6.84","25100","26550","24800","6981","176674750","57184717500","2153850"
"083790","CG인바이츠","KOSDAQ","벤처기업부","1327","16","1.22","1310","1332","1275","172136","226856367","102038579514","76894182"
"001040","CJ","KOSPI",,"223000","11000","5.19","214500","227500","210500","177483","39480973750","6506470554000","29176998"
"079160","CJ CGV","KOSPI",,"6090","50","0.83","6090","6170","5980","730495","4442300325","1008393271620","165581818"
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","76500","3800","5.23","73100","77200","72700","164355","12387719550","1677580281000","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","8780","310","3.66","8400","8850","8400","44634","389101820","114714756360","13065462"
"00104K","CJ4우(전환)","KOSPI",,"182700","5700","3.22","178500","186100","176200","20344","3726491900","772183742400","4226512"
