종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","벤처기업부","1549","-42","-2.64","1595","1595","1547","207299","323370668","82188452960","53059040"
"095570","AJ네트웍스","KOSPI",,"4585","-5","-0.11","4585","4595","4495","144687","657052034","207483900015","45252759"
"006840","AK홀딩스","KOSPI",,"7780","-20","-0.26","7720","7850","7720","995457","7744564510","103066024580","13247561"
"054620","APS","KOSDAQ","중견기업부","3730","110","3.04","3690","3740","3590","61514","224617755","68610444330","18394221"
"265520","AP시스템","KOSDAQ","우량기업부","18950","-160","-0.84","19100","19110","18800","55940","1058987680","285213057950","15050821"
"211270","AP위성","KOSDAQ","우량기업부","14530","-470","-3.13","15000","15000","14250","622257","9022004845","219145877120","15082304"
"139050","BF랩스","KOSDAQ","관리종목(소속부없음)","2805","0","0.00","0","0","0","0","0","24247965555","8644551"
"027410","BGF","KOSPI",,"3820","30","0.79","3820","3850","3750","87231","331411414","365638141620","95716791"
"282330","BGF리테일","KOSPI",,"108500","600","0.56","107300","109000","106100","70471","7597084650","1875303801000","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","3990","-30","-0.75","4055","4170","3960","190080","770257451","250439927010","62766899"
"138930","BNK금융지주","KOSPI",,"15170","70","0.46","15200","15210","15000","894765","13524873845","4707661090610","310327033"
"001460","BYC","KOSPI",,"42650","250","0.59","42500","43250","41950","6791","290217750","266398297500","6246150"
"001465","BYC우","KOSPI",,"23200","0","0.00","23950","23950","21600","2978","67685700","49969320000","2153850"
"083790","CG인바이츠","KOSDAQ","벤처기업부","1300","0","0.00","1310","1310","1260","178123","227770698","99962436600","76894182"
"001040","CJ","KOSPI",,"186000","6600","3.68","181000","188600","178200","217251","40343663150","5426921628000","29176998"
"079160","CJ CGV","KOSPI",,"6140","20","0.33","6120","6250","6040","479530","2959826385","1016670667880","165581542"
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","63100","900","1.45","61900","63100","61100","98548","6124725300","1383729617400","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","8530","20","0.24","8580","8630","8420","18553","157615905","111448390860","13065462"
"00104K","CJ4우(전환)","KOSPI",,"160600","4500","2.88","156100","162000","155300","20969","3357477200","678777827200","4226512"
"000120","CJ대한통운","KOSPI",,"99600","1500","1.53","98500","100100","96100","98771","9798543250","2272109462400","22812344"
"011150","CJ씨푸드","KOSPI",,"2820","20","0.71","2805","2835","2785","293908","825937717","101324779860","35930773"
"011155","CJ씨푸드1우","KOSPI",,"15370","-100","-0.65","15460","15460","15370","516","7940190","3074000000","200000"
"001045","CJ우","KOSPI",,"92100","2500","2.79","89700","92400","89100","7345","672785300","208166538300","2260223"
"097950","CJ제일제당","KOSPI",,"213500","1500","0.71","212500","214000","209500","68269","14459596250","3214068711000","15054186"
"097955","CJ제일제당 우","KOSPI",,"137900","400","0.29","137400","138600","137100","4481","618083750","183053010700","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","24200","-1150","-4.54","25350","25350","23800","61440","1488629025","287292381200","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","1716","-13","-0.75","1745","1745","1710","413833","711359904","253697186028","147842183"
"056730","CNT85","KOSDAQ","벤처기업부","569","2","0.35","567","572","563","5942","3364704","42169264834","74111186"
"000480","CR홀딩스","KOSPI",,"4710","5","0.11","4730","4730","4670","18142","85154566","220854207900","46890490"
"065770","CS","KOSDAQ","벤처기업부","749","-1","-0.13","750","757","741","28228","21081477","14538936370","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","466","-4","-0.85","478","478","462","202334","94690027","29278527894","62829459"
"000590","CS홀딩스","KOSPI",,"73700","-300","-0.41","73300","74400","73200","1272","93646200","85085323400","1154482"
"012030","DB","KOSPI",,"1509","77","5.38","1439","1535","1436","773385","1155516395","303571464897","201173933"
"477760","DB금융스팩12호","KOSDAQ","SPAC(소속부없음)","2200","-5","-0.23","2205","2210","2192","18268","40150874","12848000000","5840000"
"005830","DB손해보험","KOSPI",,"121900","1100","0.91","122100","122800","120600","179765","21849566300","8630520000000","70800000"
"016610","DB증권","KOSPI",,"11330","120","1.07","11190","11400","11080","67901","761941705","480917587370","42446389"
"000990","DB하이텍","KOSPI",,"81900","5500","7.20","77000","84600","77000","914188","75178047500","3563025757200","43504588"
"099520","DGI","KOSDAQ","관리종목(소속부없음)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"000300","DH오토넥스","KOSPI",,"4200","0","0.00","0","0","0","0","0","174035631000","41437055"
"290120","DH오토리드","KOSDAQ","우량기업부","3340","-235","-6.57","3855","3900","3265","4609364","16329649822","52852991660","15824249"
"025440","DH오토웨어","KOSDAQ","중견기업부","1357","111","8.91","1354","1530","1263","21257033","29686466586","66196120968","48781224"
"001530","DI동일","KOSPI",,"20050","-150","-0.74","20350","20350","19710","49879","991494690","395572064000","19729280"
"015590","DKME","KOSPI",,"515","0","0.00","0","0","0","0","0","122045495160","236981544"
"000210","DL","KOSPI",,"36100","600","1.69","35350","36400","35100","80075","2872431175","756507412400","20955884"
"000215","DL우","KOSPI",,"21800","300","1.40","21500","21800","21000","14570","310441700","36757307000","1686115"
"375500","DL이앤씨","KOSPI",,"41300","-500","-1.20","41550","42300","41000","252706","10510318450","1598046629900","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"31500","50","0.16","31450","32650","30850","1125","35397550","66526456500","2111951"
"37550K","DL이앤씨우","KOSPI",,"21650","-150","-0.69","21450","22000","21300","9028","195851875","45765610250","2113885"
"068790","DMS","KOSDAQ","관리종목(소속부없음)","6330","0","0.00","0","0","0","0","0","142869517920","22570224"
"007340","DN오토모티브","KOSPI",,"23800","-200","-0.83","24000","24400","23650","117810","2821428150","1392558587000","58510865"
"004840","DRB동일","KOSPI",,"4870","-50","-1.02","4920","4930","4870","8514","41737330","97059100000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","7200","-40","-0.55","7270","7270","7110","252067","1806313505","194400000000","27000000"
"155660","DSR","KOSPI",,"3800","10","0.26","3795","3805","3750","5157","19476385","60800000000","16000000"
"069730","DSR제강","KOSPI",,"3705","5","0.14","3750","3750","3700","16114","59849385","53352000000","14400000"
"017860","DS단석","KOSPI",,"18240","-500","-2.67","18850","18860","18210","123241","2270586950","320736026880","17584212"
"180400","DXVX","KOSDAQ","관리종목(소속부없음)","3605","5","0.14","3560","3655","3510","176293","631741988","177436052360","49219432"
"092780","DYP","KOSPI",,"4670","1075","29.90","4670","4670","4230","3299387","15224576198","61496708200","13168460"
"017940","E1","KOSPI",,"80500","600","0.75","79900","81000","78400","18202","1448199300","552230000000","6860000"
"418620","E8","KOSDAQ","기술성장기업부","1230","-48","-3.76","1278","1278","1226","441333","550735866","24416086710","19850477"
"245620","EDGC","KOSDAQ","관리종목(소속부없음)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","KOSDAQ","벤처기업부","5690","-130","-2.23","5820","5880","5650","30341","173924500","49076090680","8624972"
"278990","EMB","KONEX","일반기업부","3300","-100","-2.94","3200","3300","3200","232","762400","26613764100","8064777"
"365550","ESR켄달스퀘어리츠","KOSPI",,"4375","-15","-0.34","4355","4390","4345","275805","1205176058","1076639375000","246089000"
"050120","ES큐브","KOSDAQ","중견기업부","3005","245","8.88","2730","3350","2730","713201","2247771009","40760078430","13564086"
"383220","F&F","KOSPI",,"64800","1800","2.86","63600","65000","62800","97573","6259316050","2482298460000","38307075"
"007700","F&F홀딩스","KOSPI",,"18680","380","2.08","18300","19480","18250","11980","221553390","730656375560","39114367"
