종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","벤처기업부","1591","-42","-2.57","1619","1633","1565","306107","485564790","84416932640","53059040"
"095570","AJ네트웍스","KOSPI",,"4590","-70","-1.50","4660","4660","4535","228176","1043953522","207710163810","45252759"
"006840","AK홀딩스","KOSPI",,"7800","-160","-2.01","8080","8080","7740","24518","191182020","103330975800","13247561"
"054620","APS","KOSDAQ","중견기업부","3620","-20","-0.55","3650","3740","3585","64262","232740395","66587080020","18394221"
"265520","AP시스템","KOSDAQ","우량기업부","19110","-110","-0.57","19220","19470","18910","53181","1012644600","287621189310","15050821"
"211270","AP위성","KOSDAQ","우량기업부","15000","-140","-0.92","15200","15280","14780","558240","8374613365","226234560000","15082304"
"139050","BF랩스","KOSDAQ","관리종목(소속부없음)","2805","0","0.00","0","0","0","0","0","24247965555","8644551"
"027410","BGF","KOSPI",,"3790","50","1.34","3755","3850","3715","99516","372565935","362766637890","95716791"
"282330","BGF리테일","KOSPI",,"107900","2200","2.08","105900","107900","105200","62525","6696953000","1864933457400","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4020","85","2.16","3920","4025","3825","195687","771754810","252322933980","62766899"
"138930","BNK금융지주","KOSPI",,"15100","-30","-0.20","15260","15290","14970","705496","10620781545","4685938198300","310327033"
"001460","BYC","KOSPI",,"42400","1100","2.66","41300","42700","41050","2580","108406150","264836760000","6246150"
"001465","BYC우","KOSPI",,"23200","0","0.00","23500","23500","22550","2419","55693000","49969320000","2153850"
"083790","CG인바이츠","KOSDAQ","벤처기업부","1300","-16","-1.22","1326","1326","1269","280050","358793360","99962436600","76894182"
"001040","CJ","KOSPI",,"179400","2000","1.13","178000","183000","176900","80864","14469873100","5234353441200","29176998"
"079160","CJ CGV","KOSPI",,"6120","200","3.38","5920","6170","5870","882599","5358844450","1013359037040","165581542"
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","62200","-300","-0.48","62500","63100","61500","62930","3907776050","1363993378800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","8510","-80","-0.93","8540","8650","8430","32922","280047470","111187081620","13065462"
"00104K","CJ4우(전환)","KOSPI",,"156100","600","0.39","155500","158400","153900","5842","913450700","659758523200","4226512"
"000120","CJ대한통운","KOSPI",,"98100","-200","-0.20","98300","98300","96100","67365","6584037200","2237890946400","22812344"
"011150","CJ씨푸드","KOSPI",,"2800","-25","-0.88","2800","2835","2780","299120","838268860","100606164400","35930773"
"011155","CJ씨푸드1우","KOSPI",,"15470","0","0.00","15500","15560","15330","846","13017330","3094000000","200000"
"001045","CJ우","KOSPI",,"89600","400","0.45","89200","90800","88600","5148","458774600","202515980800","2260223"
"097950","CJ제일제당","KOSPI",,"212000","2000","0.95","210000","213000","209000","74793","15798335250","3191487432000","15054186"
"097955","CJ제일제당 우","KOSPI",,"137500","100","0.07","137900","137900","137000","4543","624434700","182522037500","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","25350","-50","-0.20","25350","25550","25050","11382","287330200","300944705100","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","1729","-36","-2.04","1764","1768","1727","642652","1116705243","255619134407","147842183"
"056730","CNT85","KOSDAQ","벤처기업부","567","-5","-0.87","572","572","557","24134","13638313","42021042462","74111186"
