종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"214450","파마리서치","4202","32355","28153","1785154750","13755403250","11970248500"
"278470","에이피알","15014","61302","46288","3695424500","15101797000","11406372500"
"277810","레인보우로보틱스","2658","23583","20925","1388384750","12286678500","10898293750"
"015760","한국전력","216460","366009","149549","13520139800","23283036250","9762896450"
"000150","두산","1159","12487","11328","979939000","10694410500","9714471500"
"257720","실리콘투","11769","181352","169583","513328900","7845210725","7331881825"
"298380","에이비엘바이오","4180","38920","34740","853909900","8031884050","7177974150"
"047050","포스코인터내셔널","3070","94311","91241","195162650","5996465550","5801302900"
"086520","에코프로","3441","62462","59021","338442900","6139120150","5800677250"
"052690","한전기술","11340","46147","34807","1593662350","6585609650","4991947300"
"035720","카카오","3894","87113","83219","229267000","5091285200","4862018200"
"003230","삼양식품","1379","5222","3843","1675397500","6325781000","4650383500"
"047040","대우건설","38694","913299","874605","193882170","4577830000","4383947830"
"099320","쎄트렉아이","670","31776","31106","88194300","4168482050","4080287750"
"003670","포스코퓨처엠","5549","23779","18230","1141217250","4888944900","3747727650"
"373220","LG에너지솔루션","2613","11385","8772","1053178750","4598114750","3544936000"
"267260","HD현대일렉트릭","1098","4771","3673","991300000","4390040500","3398740500"
"478340","나라스페이스테크놀로지","19031","90770","71739","818569125","3679984050","2861414925"
"006400","삼성SDI","7285","16062","8777","2406643250","5251605000","2844961750"
"032820","우리기술","78600","470680","392080","623425750","3462314470","2838888720"
"117730","티로보틱스","5961","104574","98613","167246750","2922616700","2755369950"
"451760","컨텍","3629","149641","146012","65726895","2709168685","2643441790"
"005935","삼성전자우","60726","81299","20573","6469868800","8725849500","2255980700"
"241710","코스메카코리아","3827","34797","30970","273582200","2475878550","2202296350"
"064350","현대로템","21282","30678","9396","4653249250","6792096750","2138847500"
"011790","SKC","560","17801","17241","62496950","1985929000","1923432050"
"226950","올릭스","2861","14183","11322","401971950","1998973750","1597001800"
"457190","이수스페셜티케미컬","2500","20928","18428","206948200","1750739100","1543790900"
"017670","SK텔레콤","3977","28399","24422","247227650","1761423150","1514195500"
"141080","리가켐바이오","2214","11001","8787","372244500","1858283050","1486038550"
"004170","신세계","3697","8809","5112","1026670500","2495231500","1468561000"
"044490","태웅","3303","48287","44984","96248100","1558350725","1462102625"
"00680K","미래에셋증권2우B","13093","125911","112818","167804115","1611498685","1443694570"
"388210","씨엠티엑스","5380","16993","11613","616601400","1947391300","1330789900"
"214370","케어젠","0","16027","16027","0","1247755850","1247755850"
"403870","HPSP","3524","36093","32569","120170925","1231462800","1111291875"
"196170","알테오젠","9615","11501","1886","4655737250","5765935250","1110198000"
"009420","한올바이오파마","9820","31537","21717","488488625","1594492450","1106003825"
"030200","KT","12509","32082","19573","689231100","1767268400","1078037300"
"000990","DB하이텍","7076","19491","12415","599787900","1660155900","1060368000"
"105560","KB금융","7587","15498","7911","1014185750","2069710350","1055524600"
"108490","로보티즈","13435","17155","3720","3529125500","4573266250","1044140750"
"056080","유진로봇","4423","33341","28918","149530800","1181509100","1031978300"
"107640","한중엔시에스","635","22796","22161","29550600","1061407625","1031857025"
"450080","에코프로머티","1661","17902","16241","101711200","1095904650","994193450"
"036460","한국가스공사","1081","25314","24233","43828500","1028977300","985148800"
"237690","에스티팜","995","8637","7642","123527500","1083976500","960449000"
"014680","한솔케미칼","1519","4875","3356","393449000","1263771000","870322000"
"003160","디아이","32268","61496","29228","918532725","1758594550","840061825"
