종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"000660","SK하이닉스","21331","104010","82679","16287622500","79544290000","63256667500"
"476830","알지노믹스","27566","95740","68174","4440726500","15678113050","11237386550"
"006400","삼성SDI","3734","34180","30446","1151367750","10427472000","9276104250"
"005935","삼성전자우","21676","79414","57738","2377190650","8740071650","6362881000"
"099320","쎄트렉아이","190","47713","47523","23474000","5892145700","5868671700"
"052690","한전기술","13332","54772","41440","1773376950","7303259500","5529882550"
"015760","한국전력","51401","146029","94628","2865424900","8172344950","5306920050"
"000150","두산","854","6829","5975","712344000","5740320500","5027976500"
"108490","로보티즈","2679","19604","16925","721026750","5361525750","4640499000"
"058610","에스피지","17811","62295","44484","1970643650","6594928400","4624284750"
"295310","에이치브이엠","3841","56779","52938","297410750","4373679750","4076269000"
"011790","SKC","198","36982","36784","22085800","4075566250","4053480450"
"457190","이수스페셜티케미컬","2820","60150","57330","196251650","4203906700","4007655050"
"047050","포스코인터내셔널","3496","61054","57558","214734550","3832696900","3617962350"
"456160","지투지바이오","10384","51375","40991","906723600","4492697400","3585973800"
"403870","HPSP","1578","96694","95116","55636875","3403825175","3348188300"
"034020","두산에너빌리티","10807","45152","34345","1026609750","4272968700","3246358950"
"005490","POSCO홀딩스","2293","11415","9122","780296500","3932811000","3152514500"
"478340","나라스페이스테크놀로지","29469","106368","76899","1040385075","3712418175","2672033100"
"356860","티엘비","2504","47835","45331","144342800","2770324800","2625982000"
"017670","SK텔레콤","2361","45165","42804","134756650","2631904100","2497147450"
"003490","대한항공","14097","107617","93520","338769425","2594007100","2255237675"
"082740","한화엔진","14015","52859","38844","772312050","2931019250","2158707200"
"042660","한화오션","2125","16501","14376","315808150","2448327900","2132519750"
"353200","대덕전자","4639","45531","40892","238878300","2354736200","2115857900"
"267270","HD현대건설기계","4009","20973","16964","492502250","2603639450","2111137200"
"064350","현대로템","8436","18094","9658","1820237000","3891357500","2071120500"
"071970","HD현대마린엔진","6934","28109","21175","659335050","2675087450","2015752400"
"005850","에스엘","1744","37122","35378","90407700","1925056900","1834649200"
"083650","비에이치아이","0","28777","28777","0","1777840500","1777840500"
"003670","포스코퓨처엠","6914","15357","8443","1317224600","2991383550","1674158950"
"298040","효성중공업","2404","3084","680","5684419000","7324406000","1639987000"
"089970","브이엠","38360","90678","52318","1086566925","2570536500","1483969575"
"047810","한국항공우주","21621","29980","8359","3610528950","5050416650","1439887700"
"005387","현대차2우B","7649","12522","4873","2213196500","3650900250","1437703750"
"145020","휴젤","868","6857","5989","202864500","1616953250","1414088750"
"098460","고영","354","46001","45647","10221600","1379184875","1368963275"
"204320","HL만도","6186","25045","18859","413175950","1679641500","1266465550"
"251270","넷마블","2983","27241","24258","145930575","1334517850","1188587275"
"389470","인벤티지랩","991","14909","13918","78812700","1221703700","1142891000"
"00088K","한화3우B","4325","25704","21379","215877100","1307375500","1091498400"
"006800","미래에셋증권","19963","52017","32054","635819200","1658137400","1022318200"
"066570","LG전자","17497","27105","9608","1864228150","2881093100","1016864950"
"066575","LG전자우","0","18084","18084","0","990340150","990340150"
"001040","CJ","11429","16732","5303","2145632000","3123902600","978270600"
"079550","LIG넥스원","917","2598","1681","502018000","1434807500","932789500"
"178320","서진시스템","32252","64573","32321","930085500","1862094875","932009375"
"491000","리브스메드","2322","16374","14052","141058650","1008594750","867536100"
"064400","LG씨엔에스","16261","27690","11429","1148567750","1970163750","821596000"
"010140","삼성중공업","46214","71290","25076","1448778975","2248339175","799560200"
"489790","한화비전","30182","44341","14159","1632769100","2402752200","769983100"
"452430","사피엔반도체","143","24708","24565","4451025","770593550","766142525"
"459510","나우로보틱스","760","23991","23231","25488250","787122325","761634075"
"006260","LS","4319","7714","3395","942592500","1695373250","752780750"
"131290","티에스이","576","11717","11141","37718700","764671700","726953000"
"352820","하이브","14135","16057","1922","5047241250","5747121750","699880500"
"001120","LX인터내셔널","82","17825","17743","2963100","643971450","641008350"
"329180","HD현대중공업","6140","7074","934","3923422000","4538264500","614842500"
"419530","SAMG엔터","0","15505","15505","0","576832750","576832750"
"017960","한국카본","18064","32860","14796","647524700","1208076250","560551550"
"194480","데브시스터즈","7031","23786","16755","231134200","784545175","553410975"
"127120","제이에스링크","0","26306","26306","0","551375125","551375125"
"086280","현대글로비스","4428","6379","1951","1176691500","1723654750","546963250"
"259960","크래프톤","1434","3670","2236","338848500","873942500","535094000"
"006730","서부T&D","17731","54723","36992","247391095","766964100","519573005"
"032830","삼성생명","1806","4813","3007","300511550","800905400","500393850"
"219130","타이거일렉","2150","19849","17699","59581700","554205300","494623600"
"103590","일진전기","1400","9120","7720","88075100","572389400","484314300"
"128940","한미약품","1004","2050","1046","445677750","910305500","464627750"
"031980","피에스케이홀딩스","3735","11498","7763","220347400","673520800","453173400"
"174900","앱클론","161","8259","8098","9097600","459554600","450457000"
"030530","원익홀딩스","93","10320","10227","4004100","453631150","449627050"
"039200","오스코텍","11590","21123","9533","506017175","923450250","417433075"
"950160","코오롱티슈진","0","5446","5446","0","415882600","415882600"
"141080","리가켐바이오","2157","4624","2467","361812200","776605850","414793650"
"087010","펩트론","3568","5211","1643","868250750","1282362000","414111250"
"420770","기가비스","3282","11278","7996","167684300","571663950","403979650"
"214370","케어젠","197","5078","4881","14523800","388198950","373675150"
"160190","하이젠알앤엠","356","5997","5641","22077300","391772100","369694800"
"010120","LS ELECTRIC","549","1223","674","293237500","655531500","362294000"
"183300","코미코","7272","10633","3361","704984900","1048956650","343971750"
"267260","HD현대일렉트릭","350","715","365","321190000","657130500","335940500"
"195870","해성디에스","9","6075","6066","500400","334718550","334218150"
"464080","에스오에스랩","0","15000","15000","0","318561400","318561400"
"358570","지아이이노베이션","88","21653","21565","1253805","309217460","307963655"
"005300","롯데칠성","227","2628","2401","28959200","335905000","306945800"
"120110","코오롱인더","56","7143","7087","2398650","305786750","303388100"
"376900","로킷헬스케어","4","4106","4102","284000","296938900","296654900"
"000100","유한양행","3336","5993","2657","355291500","635864900","280573400"
"475960","토모큐브","157","6309","6152","6975550","283340150","276364600"
"054450","텔레칩스","100","17131","17031","1597000","277891210","276294210"
"022100","포스코DX","34","6704","6670","1417800","276619675","275201875"
"032640","LG유플러스","188","18078","17890","2831280","274820980","271989700"
"024850","HLB이노베이션","0","112312","112312","0","267553570","267553570"
"062040","산일전기","965","2711","1746","139838600","392869550","253030950"
"007070","GS리테일","7562","19342","11780","158708450","407497300","248788850"
"005830","DB손해보험","2923","4916","1993","363476400","611777900","248301500"
"032820","우리기술","73879","116310","42431","449164180","692121655","242957475"
"105840","우진","5102","15886","10784","111457325","353128800","241671475"
"448900","한국피아이엠","2716","5537","2821","218577600","459713450","241135850"
"035720","카카오","6581","10601","4020","372946800","600435850","227489050"
"075580","세진중공업","0","10916","10916","0","225665075","225665075"
"475230","엔알비","0","12269","12269","0","203389290","203389290"
"033100","제룡전기","10000","15103","5103","400000000","602367050","202367050"
"200880","서연이화","0","12059","12059","0","200152360","200152360"
"466100","클로봇","3451","6000","2549","255611900","444756050","189144150"
"090360","로보스타","96","2279","2183","8044300","196434850","188390550"
"251970","펌텍코리아","46","3465","3419","2452900","186373700","183920800"
"489460","바이오비쥬","0","17830","17830","0","183811920","183811920"
"380550","뉴로핏","300","7710","7410","7167675","184471825","177304150"
"005389","현대차3우B","13","640","627","3641000","180342500","176701500"
"481070","에이유브랜즈","10201","18564","8363","213740500","389244475","175503975"
"298050","HS효성첨단소재","4","860","856","826000","175228300","174402300"
"388720","유일로보틱스","306","2060","1754","29860100","201920900","172060800"
"020150","롯데에너지머티리얼즈","36","4946","4910","1228500","169260875","168032375"
"200710","에이디테크놀로지","1701","6547","4846","55460200","223041000","167580800"
"005070","코스모신소재","48","3812","3764","2071000","168322150","166251150"
"101490","에스앤에스텍","3660","6062","2402","248523450","411418800","162895350"
"211050","인카금융서비스","1772","15104","13332","21596945","184310420","162713475"
"012030","DB","0","100000","100000","0","155871290","155871290"
"452260","한화갤러리아","22457","96140","73683","50228820","200301606","150072786"
"336260","두산퓨얼셀","6709","10839","4130","253596700","402935575","149338875"
"012630","HDC","9079","17975","8896","150255800","299005960","148750160"
"171090","선익시스템","73","2943","2870","3757550","152457100","148699550"
"389500","에스비비테크","1419","3861","2442","96964750","243417950","146453200"
"489500","엘케이켐","0","5000","5000","0","141500000","141500000"
"462870","시프트업","23","4109","4086","785450","138926675","138141225"
"383220","F&F","3596","5730","2134","231455950","368732950","137277000"
"166090","하나머티리얼즈","14656","16972","2316","828525800","957241200","128715400"
"357780","솔브레인","7","426","419","2134000","130252500","128118500"
"456070","이엔셀","0","8201","8201","0","127488945","127488945"
"263750","펄어비스","0","3083","3083","0","124959150","124959150"
"372320","큐로셀","1300","3941","2641","59656200","181871200","122215000"
"052710","아모텍","54","13809","13755","499250","120814020","120314770"
"092730","네오팜","55","6930","6875","940760","118538210","117597450"
"204270","제이앤티씨","167","6291","6124","3072285","118577960","115505675"
"010130","고려아연","1422","1487","65","2247688000","2362442500","114754500"
